지점,지점명,일시,기온(°C)
108,서울,2022-06-01 18:34,25.1
108,서울,2022-06-01 18:35,25.1
108,서울,2022-06-01 18:36,25.1
108,서울,2022-06-01 18:37,25
108,서울,2022-06-01 18:38,25
108,서울,2022-06-01 18:39,25
108,서울,2022-06-01 18:40,25
108,서울,2022-06-01 18:41,25
108,서울,2022-06-01 18:42,25
108,서울,2022-06-01 18:43,24.9
108,서울,2022-06-01 18:44,24.9
108,서울,2022-06-01 18:45,24.9
108,서울,2022-06-01 18:46,24.9
108,서울,2022-06-01 18:47,24.8
108,서울,2022-06-01 18:48,24.8
108,서울,2022-06-01 18:49,24.7
108,서울,2022-06-01 18:50,24.7
108,서울,2022-06-01 18:51,24.7
108,서울,2022-06-01 18:52,24.6
108,서울,2022-06-01 18:53,24.6
108,서울,2022-06-01 18:54,24.6
108,서울,2022-06-01 18:55,24.5
108,서울,2022-06-01 18:56,24.5
108,서울,2022-06-01 18:57,24.5
108,서울,2022-06-01 18:58,24.4
108,서울,2022-06-01 18:59,24.4
108,서울,2022-06-01 19:00,24.3
108,서울,2022-06-01 19:01,24.3
108,서울,2022-06-01 19:02,24.2
108,서울,2022-06-01 19:03,24.2
108,서울,2022-06-01 19:04,24.1
108,서울,2022-06-01 19:05,24.1
108,서울,2022-06-01 19:06,24
108,서울,2022-06-01 19:07,24
108,서울,2022-06-01 19:08,24
108,서울,2022-06-01 19:09,23.9
108,서울,2022-06-01 19:10,23.9
108,서울,2022-06-01 19:11,23.8
108,서울,2022-06-01 19:12,23.8
108,서울,2022-06-01 19:13,23.8
108,서울,2022-06-01 19:14,23.7
108,서울,2022-06-01 19:15,23.6
108,서울,2022-06-01 19:16,23.6
108,서울,2022-06-01 19:17,23.6
108,서울,2022-06-01 19:18,23.5
108,서울,2022-06-01 19:19,23.5
108,서울,2022-06-01 19:20,23.4
108,서울,2022-06-01 19:21,23.4
108,서울,2022-06-01 19:22,23.3
108,서울,2022-06-01 19:23,23.3
108,서울,2022-06-01 19:24,23.3
108,서울,2022-06-01 19:25,23.2
108,서울,2022-06-01 19:26,23.2
108,서울,2022-06-01 19:27,23.1
108,서울,2022-06-01 19:28,23.1
108,서울,2022-06-01 19:29,23.1
108,서울,2022-06-01 19:30,23
108,서울,2022-06-01 19:31,23
108,서울,2022-06-01 19:32,23
108,서울,2022-06-01 19:33,22.9
108,서울,2022-06-01 19:34,22.9
108,서울,2022-06-01 19:35,22.9
108,서울,2022-06-01 19:36,22.8
108,서울,2022-06-01 19:37,22.8
108,서울,2022-06-01 19:38,22.7
108,서울,2022-06-01 19:39,22.7
108,서울,2022-06-01 19:40,22.7
108,서울,2022-06-01 19:41,22.7
108,서울,2022-06-01 19:42,22.6
108,서울,2022-06-01 19:43,22.6
108,서울,2022-06-01 19:44,22.6
108,서울,2022-06-01 19:45,22.6
108,서울,2022-06-01 19:46,22.5
108,서울,2022-06-01 19:47,22.5
108,서울,2022-06-01 19:48,22.5
108,서울,2022-06-01 19:49,22.5
108,서울,2022-06-01 19:50,22.4
108,서울,2022-06-01 19:51,22.4
108,서울,2022-06-01 19:52,22.3
108,서울,2022-06-01 19:53,22.3
108,서울,2022-06-01 19:54,22.3
108,서울,2022-06-01 19:55,22.3
108,서울,2022-06-01 19:56,22.3
108,서울,2022-06-01 19:57,22.3
108,서울,2022-06-01 19:58,22.3
108,서울,2022-06-01 19:59,22.2
108,서울,2022-06-01 20:00,22.2
108,서울,2022-06-01 20:01,22.2
108,서울,2022-06-01 20:02,22.2
108,서울,2022-06-01 20:03,22.1
108,서울,2022-06-01 20:04,22.1
108,서울,2022-06-01 20:05,22.1
108,서울,2022-06-01 20:06,22.1
108,서울,2022-06-01 20:07,22.1
108,서울,2022-06-01 20:08,22
108,서울,2022-06-01 20:09,22
108,서울,2022-06-01 20:10,22
108,서울,2022-06-01 20:11,22
108,서울,2022-06-01 20:12,21.9
108,서울,2022-06-01 20:13,21.9
108,서울,2022-06-01 20:14,21.9
108,서울,2022-06-01 20:15,21.9
108,서울,2022-06-01 20:16,21.9
108,서울,2022-06-01 20:17,21.8
108,서울,2022-06-01 20:18,21.8
108,서울,2022-06-01 20:19,21.8
108,서울,2022-06-01 20:20,21.7
108,서울,2022-06-01 20:21,21.7
108,서울,2022-06-01 20:22,21.7
108,서울,2022-06-01 20:23,21.7
108,서울,2022-06-01 20:24,21.7
108,서울,2022-06-01 20:25,21.7
108,서울,2022-06-01 20:26,21.7
108,서울,2022-06-01 20:27,21.7
108,서울,2022-06-01 20:28,21.7
108,서울,2022-06-01 20:29,21.7
108,서울,2022-06-01 20:30,21.6
108,서울,2022-06-01 20:31,21.6
108,서울,2022-06-01 20:32,21.6
108,서울,2022-06-01 20:33,21.5
108,서울,2022-06-01 20:34,21.5
108,서울,2022-06-01 20:35,21.5
108,서울,2022-06-01 20:36,21.5
108,서울,2022-06-01 20:37,21.4
108,서울,2022-06-01 20:38,21.4
108,서울,2022-06-01 20:39,21.4
108,서울,2022-06-01 20:40,21.3
108,서울,2022-06-01 20:41,21.3
108,서울,2022-06-01 20:42,21.3
108,서울,2022-06-01 20:43,21.2
108,서울,2022-06-01 20:44,21.2
108,서울,2022-06-01 20:45,21.1
108,서울,2022-06-01 20:46,21.1
108,서울,2022-06-01 20:47,21.1
108,서울,2022-06-01 20:48,21
108,서울,2022-06-01 20:49,21
108,서울,2022-06-01 20:50,21
108,서울,2022-06-01 20:51,20.9
108,서울,2022-06-01 20:52,20.9
108,서울,2022-06-01 20:53,20.9
108,서울,2022-06-01 20:54,20.8
108,서울,2022-06-01 20:55,20.8
108,서울,2022-06-01 20:56,20.8
108,서울,2022-06-01 20:57,20.7
108,서울,2022-06-01 20:58,20.7
108,서울,2022-06-01 20:59,20.7
108,서울,2022-06-01 21:00,20.7
108,서울,2022-06-01 21:01,20.7
108,서울,2022-06-01 21:02,20.6
108,서울,2022-06-01 21:03,20.6
108,서울,2022-06-01 21:04,20.6
108,서울,2022-06-01 21:05,20.6
108,서울,2022-06-01 21:06,20.5
108,서울,2022-06-01 21:07,20.5
108,서울,2022-06-01 21:08,20.4
108,서울,2022-06-01 21:09,20.4
108,서울,2022-06-01 21:10,20.4
108,서울,2022-06-01 21:11,20.4
108,서울,2022-06-01 21:12,20.4
108,서울,2022-06-01 21:13,20.3
108,서울,2022-06-01 21:14,20.3
108,서울,2022-06-01 21:15,20.3
108,서울,2022-06-01 21:16,20.3
108,서울,2022-06-01 21:17,20.3
108,서울,2022-06-01 21:18,20.2
108,서울,2022-06-01 21:19,20.2
108,서울,2022-06-01 21:20,20.2
108,서울,2022-06-01 21:21,20.2
108,서울,2022-06-01 21:22,20.1
108,서울,2022-06-01 21:23,20.1
108,서울,2022-06-01 21:24,20.1
108,서울,2022-06-01 21:25,20.1
108,서울,2022-06-01 21:26,20.1
108,서울,2022-06-01 21:27,20.1
108,서울,2022-06-01 21:28,20
108,서울,2022-06-01 21:29,20
108,서울,2022-06-01 21:30,20
108,서울,2022-06-01 21:31,20
108,서울,2022-06-01 21:32,20
108,서울,2022-06-01 21:33,20
108,서울,2022-06-01 21:34,20
108,서울,2022-06-01 21:35,19.9
108,서울,2022-06-01 21:36,19.9
108,서울,2022-06-01 21:37,19.9
108,서울,2022-06-01 21:38,19.9
108,서울,2022-06-01 21:39,19.8
108,서울,2022-06-01 21:40,19.8
108,서울,2022-06-01 21:41,19.8
108,서울,2022-06-01 21:42,19.8
108,서울,2022-06-01 21:43,19.8
108,서울,2022-06-01 21:44,19.8
108,서울,2022-06-01 21:45,19.8
108,서울,2022-06-01 21:46,19.8
108,서울,2022-06-01 21:47,19.8
108,서울,2022-06-01 21:48,19.8
108,서울,2022-06-01 21:49,19.7
108,서울,2022-06-01 21:50,19.7
108,서울,2022-06-01 21:51,19.7
108,서울,2022-06-01 21:52,19.7
108,서울,2022-06-01 21:53,19.7
108,서울,2022-06-01 21:54,19.7
108,서울,2022-06-01 21:55,19.7
108,서울,2022-06-01 21:56,19.7
108,서울,2022-06-01 21:57,19.6
108,서울,2022-06-01 21:58,19.6
108,서울,2022-06-01 21:59,19.6
108,서울,2022-06-01 22:00,19.6
108,서울,2022-06-01 22:01,19.6
108,서울,2022-06-01 22:02,19.5
108,서울,2022-06-01 22:03,19.5
108,서울,2022-06-01 22:04,19.5
108,서울,2022-06-01 22:05,19.5
108,서울,2022-06-01 22:06,19.5
108,서울,2022-06-01 22:07,19.5
108,서울,2022-06-01 22:08,19.5
108,서울,2022-06-01 22:09,19.5
108,서울,2022-06-01 22:10,19.5
108,서울,2022-06-01 22:11,19.4
108,서울,2022-06-01 22:12,19.4
108,서울,2022-06-01 22:13,19.4
108,서울,2022-06-01 22:14,19.4
108,서울,2022-06-01 22:15,19.4
108,서울,2022-06-01 22:16,19.4
108,서울,2022-06-01 22:17,19.4
108,서울,2022-06-01 22:18,19.4
108,서울,2022-06-01 22:19,19.4
108,서울,2022-06-01 22:20,19.3
108,서울,2022-06-01 22:21,19.3
108,서울,2022-06-01 22:22,19.3
108,서울,2022-06-01 22:23,19.3
108,서울,2022-06-01 22:24,19.3
108,서울,2022-06-01 22:25,19.3
108,서울,2022-06-01 22:26,19.3
108,서울,2022-06-01 22:27,19.3
108,서울,2022-06-01 22:28,19.3
108,서울,2022-06-01 22:29,19.3
108,서울,2022-06-01 22:30,19.3
108,서울,2022-06-01 22:31,19.2
108,서울,2022-06-01 22:32,19.2
108,서울,2022-06-01 22:33,19.2
108,서울,2022-06-01 22:34,19.2
108,서울,2022-06-01 22:35,19.2
108,서울,2022-06-01 22:36,19.2
108,서울,2022-06-01 22:37,19.2
108,서울,2022-06-01 22:38,19.1
108,서울,2022-06-01 22:39,19.1
108,서울,2022-06-01 22:40,19.1
108,서울,2022-06-01 22:41,19.1
108,서울,2022-06-01 22:42,19.1
108,서울,2022-06-01 22:43,19
108,서울,2022-06-01 22:44,19.1
108,서울,2022-06-01 22:45,19.1
108,서울,2022-06-01 22:46,19.1
108,서울,2022-06-01 22:47,19
108,서울,2022-06-01 22:48,19
108,서울,2022-06-01 22:49,19
108,서울,2022-06-01 22:50,19
108,서울,2022-06-01 22:51,19
108,서울,2022-06-01 22:52,19
108,서울,2022-06-01 22:53,19
108,서울,2022-06-01 22:54,19
108,서울,2022-06-01 22:55,18.9
108,서울,2022-06-01 22:56,18.9
108,서울,2022-06-01 22:57,18.9
108,서울,2022-06-01 22:58,18.9
108,서울,2022-06-01 22:59,18.9
108,서울,2022-06-01 23:00,18.9
108,서울,2022-06-01 23:01,18.9
108,서울,2022-06-01 23:02,18.9
108,서울,2022-06-01 23:03,18.9
108,서울,2022-06-01 23:04,18.9
108,서울,2022-06-01 23:05,18.9
108,서울,2022-06-01 23:06,18.9
108,서울,2022-06-01 23:07,18.9
108,서울,2022-06-01 23:08,18.9
108,서울,2022-06-01 23:09,18.9
108,서울,2022-06-01 23:10,18.9
108,서울,2022-06-01 23:11,18.9
108,서울,2022-06-01 23:12,18.8
108,서울,2022-06-01 23:13,18.8
108,서울,2022-06-01 23:14,18.8
108,서울,2022-06-01 23:15,18.8
108,서울,2022-06-01 23:16,18.8
108,서울,2022-06-01 23:17,18.8
108,서울,2022-06-01 23:18,18.8
108,서울,2022-06-01 23:19,18.8
108,서울,2022-06-01 23:20,18.8
108,서울,2022-06-01 23:21,18.8
108,서울,2022-06-01 23:22,18.7
108,서울,2022-06-01 23:23,18.7
108,서울,2022-06-01 23:24,18.7
108,서울,2022-06-01 23:25,18.7
108,서울,2022-06-01 23:26,18.7
108,서울,2022-06-01 23:27,18.6
108,서울,2022-06-01 23:28,18.6
108,서울,2022-06-01 23:29,18.6
108,서울,2022-06-01 23:30,18.6
108,서울,2022-06-01 23:31,18.6
108,서울,2022-06-01 23:32,18.5
108,서울,2022-06-01 23:33,18.5
108,서울,2022-06-01 23:34,18.4
108,서울,2022-06-01 23:35,18.4
108,서울,2022-06-01 23:36,18.4
108,서울,2022-06-01 23:37,18.4
108,서울,2022-06-01 23:38,18.4
108,서울,2022-06-01 23:39,18.4
108,서울,2022-06-01 23:40,18.3
108,서울,2022-06-01 23:41,18.3
108,서울,2022-06-01 23:42,18.3
108,서울,2022-06-01 23:43,18.3
108,서울,2022-06-01 23:44,18.3
108,서울,2022-06-01 23:45,18.3
108,서울,2022-06-01 23:46,18.3
108,서울,2022-06-01 23:47,18.3
108,서울,2022-06-01 23:48,18.3
108,서울,2022-06-01 23:49,18.3
108,서울,2022-06-01 23:50,18.3
108,서울,2022-06-01 23:51,18.3
108,서울,2022-06-01 23:52,18.3
108,서울,2022-06-01 23:53,18.3
108,서울,2022-06-01 23:54,18.2
108,서울,2022-06-01 23:55,18.2
108,서울,2022-06-01 23:56,18.2
108,서울,2022-06-01 23:57,18.2
108,서울,2022-06-01 23:58,18.2
108,서울,2022-06-01 23:59,18.2
108,서울,2022-06-02 00:00,18.1
